name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,date
Egypt,EGY,EGP,23,8.87995,3740.249,2016-07-01
Estonia,EST,EUR,3.1,0.908306463,17288.083,2016-07-01
Euro area,EUZ,EUR,3.82,0.908306463,34142.38535,2016-07-01
Finland,FIN,EUR,4.6,0.908306463,41973.988,2016-07-01
France,FRA,EUR,4.1,0.908306463,37675.006,2016-07-01
Germany,DEU,EUR,3.79,0.908306463,40996.511,2016-07-01
Greece,GRC,EUR,3.35,0.908306463,18064.288,2016-07-01
Hong Kong,HKG,HKD,19.2,7.7554,42389.63,2016-07-01
Hungary,HUN,HUF,900,285.6397,12239.894,2016-07-01
India,IND,INR,162,67.2,1617.309,2016-07-01
Indonesia,IDN,IDR,31000,13112.5,3362.357,2016-07-01
Ireland,IRL,EUR,4,0.908306463,51350.744,2016-07-01
Israel,ISR,ILS,16.9,3.85875,35343.336,2016-07-01
Italy,ITA,EUR,4.2,0.908306463,29866.581,2016-07-01
Japan,JPN,JPY,370,106.725,32485.545,2016-07-01
Malaysia,MYS,MYR,8,4.027,9556.774,2016-07-01
Mexico,MEX,MXN,44,18.535,9009.28,2016-07-01
Netherlands,NLD,EUR,3.45,0.908306463,43603.115,2016-07-01
New Zealand,NZL,NZD,6,1.421363087,37044.891,2016-07-01
Norway,NOR,NOK,46.8,8.49355,74822.106,2016-07-01
Pakistan,PAK,PKR,375,104.82,1449.978,2016-07-01
Peru,PER,PEN,10,3.30585,6021.104,2016-07-01
Philippines,PHL,PHP,133,47.115,2858.144,2016-07-01
Poland,POL,PLN,9.6,3.96565,12495.334,2016-07-01
Portugal,PRT,EUR,3.05,0.908306463,19121.592,2016-07-01
Russia,RUS,RUB,130,63.40755,9054.914,2016-07-01
Saudi Arabia,SAU,SAR,12,3.7505,20812.586,2016-07-01
Singapore,SGP,SGD,5.45,1.3577,52887.77,2016-07-01
South Africa,ZAF,ZAR,30,14.27375,5694.572,2016-07-01
South Korea,KOR,KRW,4400,1140.95,27195.197,2016-07-01
Spain,ESP,EUR,3.5,0.908306463,25864.721,2016-07-01
Sri Lanka,LKA,LKR,530,146.2,,2016-07-01
Sweden,SWE,SEK,44.94,8.59485,49866.266,2016-07-01
Switzerland,CHE,CHF,6.5,0.9861,80675.308,2016-07-01
Taiwan,TWN,TWD,69,32.029,22287.562,2016-07-01
Thailand,THA,THB,119,34.965,5742.282,2016-07-01
Turkey,TUR,TRY,10.75,3.04305,9437.372,2016-07-01
UAE,ARE,AED,13,3.6731,,2016-07-01
Ukraine,UKR,UAH,39,24.8,,2016-07-01
United States,USA,USD,5.04,1,55805.204,2016-07-01
Uruguay,URY,UYU,123,30.165,,2016-07-01
Venezuela,VEN,VEF,2170,641.4001,,2016-07-01
Vietnam,VNM,VND,60000,22300,,2016-07-01
Argentina,ARG,ARS,55,15.8575,13588.846,2017-01-01
Australia,AUS,AUD,5.8,1.356668023,50961.865,2017-01-01
Austria,AUT,EUR,3.4,0.955246692,43724.031,2017-01-01
Belgium,BEL,EUR,3.95,0.955246692,40106.632,2017-01-01
Brazil,BRA,BRL,16.5,3.22395,8669.998,2017-01-01
Britain,GBR,GBP,3.09,0.82877507,43770.688,2017-01-01
Canada,CAN,CAD,5.98,1.326,43331.961,2017-01-01
Chile,CHL,CLP,2450,672.805,13340.905,2017-01-01
China,CHN,CNY,19.6,6.9266,7989.72,2017-01-01
Colombia,COL,COP,9900,2994.625,6083.51,2017-01-01
Costa Rica,CRI,CRC,2250,554.33,,2017-01-01
Czech Republic,CZE,CZK,75,25.81175,17256.918,2017-01-01
Denmark,DNK,DKK,30,7.10125,52114.165,2017-01-01
Egypt,EGY,EGP,27.49,18.77,3740.249,2017-01-01
Estonia,EST,EUR,3.1,0.955246692,17288.083,2017-01-01
Euro area,EUZ,EUR,3.88,0.955246692,34142.38535,2017-01-01
Finland,FIN,EUR,4.55,0.955246692,41973.988,2017-01-01
France,FRA,EUR,4.1,0.955246692,37675.006,2017-01-01
Germany,DEU,EUR,3.79,0.955246692,40996.511,2017-01-01
Greece,GRC,EUR,3.35,0.955246692,18064.288,2017-01-01
Hong Kong,HKG,HKD,19.2,7.75595,42389.63,2017-01-01
Hungary,HUN,HUF,900,294.6172,12239.894,2017-01-01
India,IND,INR,170,68.3275,1617.309,2017-01-01
Indonesia,IDN,IDR,31000,13329,3362.357,2017-01-01
Ireland,IRL,EUR,4,0.955246692,51350.744,2017-01-01
Israel,ISR,ILS,16.9,3.855,35343.336,2017-01-01
Italy,ITA,EUR,4.2,0.955246692,29866.581,2017-01-01
Japan,JPN,JPY,380,116.665,32485.545,2017-01-01
Malaysia,MYS,MYR,8,4.4715,9556.774,2017-01-01
Mexico,MEX,MXN,49,21.9505,9009.28,2017-01-01
Netherlands,NLD,EUR,3.61,0.955246692,43603.115,2017-01-01
New Zealand,NZL,NZD,6,1.43358899,37044.891,2017-01-01
Norway,NOR,NOK,49,8.64835,74822.106,2017-01-01
Pakistan,PAK,PKR,375,104.775,1449.978,2017-01-01
Peru,PER,PEN,11,3.3929,6021.104,2017-01-01
Philippines,PHL,PHP,133,49.615,2858.144,2017-01-01
Poland,POL,PLN,9.6,4.17215,12495.334,2017-01-01
Portugal,PRT,EUR,3.05,0.955246692,19121.592,2017-01-01
Russia,RUS,RUB,130,60.4375,9054.914,2017-01-01
Saudi Arabia,SAU,SAR,12,3.75065,20812.586,2017-01-01
Singapore,SGP,SGD,5.6,1.43875,52887.77,2017-01-01
South Africa,ZAF,ZAR,26.32,13.9525,5694.572,2017-01-01
South Korea,KOR,KRW,4400,1196.45,27195.197,2017-01-01
Spain,ESP,EUR,3.95,0.955246692,25864.721,2017-01-01
Sri Lanka,LKA,LKR,550,150.06,,2017-01-01
Sweden,SWE,SEK,48,9.12455,49866.266,2017-01-01
Switzerland,CHE,CHF,6.5,1.0236,80675.308,2017-01-01
Taiwan,TWN,TWD,69,31.905,22287.562,2017-01-01
Thailand,THA,THB,119,35.573,5742.282,2017-01-01
Turkey,TUR,TRY,10.75,3.91115,9437.372,2017-01-01
UAE,ARE,AED,13,3.673,,2017-01-01
Ukraine,UKR,UAH,42,27.235,,2017-01-01
United States,USA,USD,5.06,1,55805.204,2017-01-01
Uruguay,URY,UYU,125,28.725,,2017-01-01
Venezuela,VEN,VEF,3550,676.6047,,2017-01-01
Vietnam,VNM,VND,60000,22572,,2017-01-01
Argentina,ARG,ARS,70,16.9675,12502.822,2017-07-01
Australia,AUS,AUD,5.9,1.303016483,51850.269,2017-07-01
Austria,AUT,EUR,3.4,0.875695083,44498.37,2017-07-01
Belgium,BEL,EUR,4.05,0.875695083,41283.274,2017-07-01
Brazil,BRA,BRL,16.5,3.2343,8726.901,2017-07-01
Britain,GBR,GBP,3.19,0.775885479,43770.688,2017-07-01
Canada,CAN,CAD,5.97,1.2823,42210.132,2017-07-01
Chile,CHL,CLP,2550,663.355,13575.996,2017-07-01
China,CHN,CNY,19.8,6.7875,8113.257,2017-07-01
Colombia,COL,COP,9900,3052.16,5792.182,2017-07-01
Costa Rica,CRI,CRC,2290,572.495,,2017-07-01
Czech Republic,CZE,CZK,75,22.8561,18286.333,2017-07-01
Denmark,DNK,DKK,30,6.51255,53743.966,2017-07-01
Egypt,EGY,EGP,31.37,17.885,3684.574,2017-07-01
Estonia,EST,EUR,3.15,0.875695083,17632.704,2017-07-01
Euro area,EUZ,EUR,3.91,0.875695083,35066.00744,2017-07-01
Finland,FIN,EUR,4.56,0.875695083,43169.218,2017-07-01
France,FRA,EUR,4.1,0.875695083,38127.652,2017-07-01
Germany,DEU,EUR,3.9,0.875695083,41902.283,2017-07-01
Greece,GRC,EUR,3.35,0.875695083,17900.73,2017-07-01
Hong Kong,HKG,HKD,19.2,7.8115,43527.994,2017-07-01
Hungary,HUN,HUF,862,268.6239,12778.288,2017-07-01
India,IND,INR,178,64.5575,1723.301,2017-07-01
Indonesia,IDN,IDR,32126,13369.5,3604.291,2017-07-01
Ireland,IRL,EUR,4.07,0.875695083,62562.272,2017-07-01
Israel,ISR,ILS,16.9,3.5405,37262.4,2017-07-01
Italy,ITA,EUR,4.2,0.875695083,30507.181,2017-07-01
Japan,JPN,JPY,380,113.06,38917.286,2017-07-01
Malaysia,MYS,MYR,8.6,4.2935,9556.774,2017-07-01
Mexico,MEX,MXN,49,17.79075,9009.28,2017-07-01
Netherlands,NLD,EUR,3.61,0.875695083,43603.115,2017-07-01
New Zealand,NZL,NZD,6.1,1.376273053,37044.891,2017-07-01
Norway,NOR,NOK,49,8.2852,74822.106,2017-07-01
Pakistan,PAK,PKR,375,105.15,1449.978,2017-07-01
Peru,PER,PEN,10.5,3.2515,6021.104,2017-07-01
Philippines,PHL,PHP,134,50.5765,2858.144,2017-07-01
Poland,POL,PLN,10.1,3.7086,12495.334,2017-07-01
Portugal,PRT,EUR,3.25,0.875695083,19121.592,2017-07-01
Russia,RUS,RUB,137,60.1369,9054.914,2017-07-01
Saudi Arabia,SAU,SAR,12,3.75015,20812.586,2017-07-01
Singapore,SGP,SGD,5.6,1.3777,52887.77,2017-07-01
South Africa,ZAF,ZAR,30,13.27,5694.572,2017-07-01
South Korea,KOR,KRW,4400,1144.65,27538.806,2017-07-01
Spain,ESP,EUR,3.8,0.875695083,25864.721,2017-07-01
Sri Lanka,LKA,LKR,580,153.725,,2017-07-01
Sweden,SWE,SEK,48.97,8.41565,49866.266,2017-07-01
Switzerland,CHE,CHF,6.5,0.96415,80675.308,2017-07-01
Taiwan,TWN,TWD,69,30.4775,22287.562,2017-07-01
Thailand,THA,THB,119,34.0365,5742.282,2017-07-01
Turkey,TUR,TRY,10.75,3.57605,9437.372,2017-07-01
UAE,ARE,AED,14,3.673,,2017-07-01
Ukraine,UKR,UAH,44,25.915,,2017-07-01
United States,USA,USD,5.3,1,55805.204,2017-07-01
Uruguay,URY,UYU,130,28.705,,2017-07-01
Venezuela,VEN,VEF,10950,2700,,2017-07-01
Vietnam,VNM,VND,60000,22732.5,,2017-07-01
Argentina,ARG,ARS,75,18.9375,12493.909,2018-01-01
Australia,AUS,AUD,5.9,1.253682693,51737.228,2018-01-01
Austria,AUT,EUR,3.4,0.816826629,44232.94,2018-01-01
Belgium,BEL,EUR,4.1,0.816826629,41247.858,2018-01-01
Brazil,BRA,BRL,16.5,3.2279,8726.901,2018-01-01
Britain,GBR,GBP,3.19,0.72285673,40049.779,2018-01-01
Canada,CAN,CAD,6.55,1.2459,42224.939,2018-01-01
Chile,CHL,CLP,2600,605.935,13575.996,2018-01-01
China,CHN,CNY,20.4,6.432,8123.256,2018-01-01
Colombia,COL,COP,10900,2844.12,5792.182,2018-01-01
Costa Rica,CRI,CRC,2290,568.53,,2018-01-01
Czech Republic,CZE,CZK,79,20.747,18507.729,2018-01-01
Denmark,DNK,DKK,30,6.0827,53744.643,2018-01-01
Egypt,EGY,EGP,34.21,17.7,3684.574,2018-01-01
Estonia,EST,EUR,3.15,0.816826629,17786.014,2018-01-01
Euro area,EUZ,EUR,3.95,0.816826629,35189.71087,2018-01-01
Finland,FIN,EUR,4.56,0.816826629,43482.406,2018-01-01
France,FRA,EUR,4.2,0.816826629,38177.856,2018-01-01
Germany,DEU,EUR,3.9,0.816826629,42176.854,2018-01-01
Greece,GRC,EUR,3.35,0.816826629,18049.302,2018-01-01
Hong Kong,HKG,HKD,20.5,7.819,43561.08,2018-01-01
Hungary,HUN,HUF,864,252.14215,12652.454,2018-01-01
India,IND,INR,180,63.86125,1741.652,2018-01-01
Indonesia,IDN,IDR,35750,13359,3604.291,2018-01-01
Ireland,IRL,EUR,4.07,0.816826629,64782.3,2018-01-01
Israel,ISR,ILS,16.5,3.43635,37192.14,2018-01-01
Italy,ITA,EUR,4.2,0.816826629,30507.181,2018-01-01
Japan,JPN,JPY,380,110.725,38882.636,2018-01-01
Malaysia,MYS,MYR,9,3.954,9374.099,2018-01-01
Mexico,MEX,MXN,48,18.6635,8562.16,2018-01-01
Netherlands,NLD,EUR,3.71,0.816826629,45657.568,2018-01-01
New Zealand,NZL,NZD,6.2,1.374664925,38277.934,2018-01-01
Norway,NOR,NOK,49,7.8501,70553.114,2018-01-01
Pakistan,PAK,PKR,375,110.505,1440.967,2018-01-01
Peru,PER,PEN,10.5,3.212,6203.656,2018-01-01
Philippines,PHL,PHP,134,50.725,2926.6,2018-01-01
Poland,POL,PLN,10.1,3.40575,12361.266,2018-01-01
Portugal,PRT,EUR,3.2,0.816826629,19820.783,2018-01-01
Russia,RUS,RUB,130,56.745,8945.644,2018-01-01
Saudi Arabia,SAU,SAR,12,3.7503,20364.999,2018-01-01
Singapore,SGP,SGD,5.8,1.32255,52960.558,2018-01-01
South Africa,ZAF,ZAR,30,12.25815,5302.043,2018-01-01
South Korea,KOR,KRW,4400,1069.25,27534.841,2018-01-01
Spain,ESP,EUR,3.95,0.816826629,26565.15,2018-01-01
Sri Lanka,LKA,LKR,580,153.8,,2018-01-01
Sweden,SWE,SEK,49.1,8.0188,51124.76,2018-01-01
Switzerland,CHE,CHF,6.5,0.96085,80345.623,2018-01-01
Taiwan,TWN,TWD,69,29.553,22496.997,2018-01-01
Thailand,THA,THB,119,31.95,5901.747,2018-01-01
Turkey,TUR,TRY,10.75,3.8026,10817.406,2018-01-01
UAE,ARE,AED,14,3.673,,2018-01-01
Ukraine,UKR,UAH,47,28.715,,2018-01-01
United States,USA,USD,5.28,1,57607.613,2018-01-01
Uruguay,URY,UYU,140,28.58,,2018-01-01
Venezuela,VEN,VEF,0,0,,2018-01-01
Vietnam,VNM,VND,65000,22711.5,,2018-01-01
United Arab Emirates,ARE,AED,14,3.67315,37225.745,2018-07-01
Argentina,ARG,ARS,75,27.725,14466.552,2018-07-01
Australia,AUS,AUD,6.05,1.33985395591881,55707.275,2018-07-01
Austria,AUT,EUR,3.4,0.853205921249094,47289.997,2018-07-01
Azerbaijan,AZE,AZN,3.95,1.70175,4140.65,2018-07-01
Belgium,BEL,EUR,4.1,0.853205921249094,43582.165,2018-07-01
Bahrain,BHR,BHD,1.2,0.37955,24028.728,2018-07-01
Brazil,BRA,BRL,16.9,3.83835,9894.929,2018-07-01
Canada,CAN,CAD,6.65,1.31235,45077.388,2018-07-01
Switzerland,CHE,CHF,6.5,0.99325,80590.91,2018-07-01
Chile,CHL,CLP,2640,651.73,15070.413,2018-07-01
China,CHN,CNY,20.5,6.622,8643.107,2018-07-01
Colombia,COL,COP,11900,2874.07,6272.818,2018-07-01
Costa Rica,CRI,CRC,2290,567.8,11685.161,2018-07-01
Czech Republic,CZE,CZK,75,22.06475,20152.408,2018-07-01
Germany,DEU,EUR,4.12,0.853205921249094,44549.688,2018-07-01
Denmark,DNK,DKK,30,6.3591,56444.103,2018-07-01
Egypt,EGY,EGP,31.37,17.905,2500.772,2018-07-01
Spain,ESP,EUR,4.1,0.853205921249094,28358.808,2018-07-01
Estonia,EST,EUR,3.15,0.853205921249094,19840.135,2018-07-01
Euro area,EUZ,EUR,4.04,0.853205921249094,37250.2902759764,2018-07-01
Finland,FIN,EUR,4.62,0.853205921249094,46016.744,2018-07-01
France,FRA,EUR,4.2,0.853205921249094,39869.075,2018-07-01
Britain,GBR,GBP,3.19,0.753863550697324,39734.592,2018-07-01
Greece,GRC,EUR,3.35,0.853205921249094,18637.27,2018-07-01
Guatemala,GTM,GTQ,25,7.4871,4471.873,2018-07-01
Hong Kong,HKG,HKD,20,7.84825,46109.124,2018-07-01
Honduras,HND,HNL,85,23.9926,2765.881,2018-07-01
Croatia,HRV,HRK,21,6.31275,13138.288,2018-07-01
Hungary,HUN,HUF,850,276.4302,15531.209,2018-07-01
Indonesia,IDN,IDR,31500,14360,3875.771,2018-07-01
India,IND,INR,173,68.825,1982.702,2018-07-01
Ireland,IRL,EUR,4.07,0.853205921249094,70638.259,2018-07-01
Israel,ISR,ILS,17,3.6349,40258.361,2018-07-01
Italy,ITA,EUR,4.2,0.853205921249094,31984.013,2018-07-01
Jordan,JOR,JOD,1.95,0.71005,5677.617,2018-07-01
Japan,JPN,JPY,390,111.25,38439.517,2018-07-01
South Korea,KOR,KRW,4500,1116,29891.255,2018-07-01
Kuwait,KWT,KWD,1.05,0.3025,27318.517,2018-07-01
Lebanon,LBN,LBP,6500,1511,11408.834,2018-07-01
Sri Lanka,LKA,LKR,580,159.27,4084.626,2018-07-01
Lithuania,LTU,EUR,2.8,0.853205921249094,16730.226,2018-07-01
Latvia,LVA,EUR,2.7,0.853205921249094,15547.236,2018-07-01
Moldova,MDA,MDL,43,16.6526,2279.645,2018-07-01
Mexico,MEX,MXN,49,19.0515,9304.174,2018-07-01
Malaysia,MYS,MYR,8.45,4.0225,9812.8,2018-07-01
Nicaragua,NIC,NIO,103,31.5872,2206.638,2018-07-01
Netherlands,NLD,EUR,3.79,0.853205921249094,48345.726,2018-07-01
Norway,NOR,NOK,42,8.0415,74940.62,2018-07-01
New Zealand,NZL,NZD,6.2,1.46434324205594,41593.062,2018-07-01
Oman,OMN,OMR,1.05,0.385,17972.922,2018-07-01
Pakistan,PAK,PKR,375,121.49,1541.08,2018-07-01
Peru,PER,PEN,10.5,3.2715,6762.192,2018-07-01
Philippines,PHL,PHP,140,53.487,2976.307,2018-07-01
Poland,POL,PLN,10.1,3.68695,13822.619,2018-07-01
Portugal,PRT,EUR,3.25,0.853205921249094,21161.286,2018-07-01
Qatar,QAT,QAR,12,3.641,60804.259,2018-07-01
Romania,ROU,RON,9.2,3.97325,10757.004,2018-07-01
Russia,RUS,RUB,130,62.14065,10608.159,2018-07-01
Saudi Arabia,SAU,SAR,12,3.7504,21120.481,2018-07-01
Singapore,SGP,SGD,5.8,1.35585,57713.335,2018-07-01
Slovakia,SVK,EUR,3,0.853205921249094,17664.299,2018-07-01
Slovenia,SVN,EUR,2.3,0.853205921249094,23654.409,2018-07-01
Sweden,SWE,SEK,51,8.7526,53217.627,2018-07-01
Thailand,THA,THB,119,33.17,6590.638,2018-07-01
Turkey,TUR,TRY,10.75,4.70625,10511.996,2018-07-01
Taiwan,TWN,TWD,69,30.3725,24576.665,2018-07-01
Ukraine,UKR,UAH,50,26.199,2582.838,2018-07-01
Uruguay,URY,UYU,140,31.31,16722.407,2018-07-01
United States,USA,USD,5.51,1,59501.114,2018-07-01
Vietnam,VNM,VND,65000,23039.5,2353.691,2018-07-01
South Africa,ZAF,ZAR,31,13.3619,6179.87,2018-07-01
United Arab Emirates,ARE,AED,14,3.67315,37732.656,2019-01-01
Argentina,ARG,ARS,75,37.455,14462.92,2019-01-01
Australia,AUS,AUD,6.1,1.40163991870488,55692.73,2019-01-01
Austria,AUT,EUR,3.76,0.87248614928238,47347.437,2019-01-01
Azerbaijan,AZE,AZN,3.95,1.6965,4140.65,2019-01-01
Belgium,BEL,EUR,4.2,0.87248614928238,43488.492,2019-01-01
Bahrain,BHR,BHD,1.2,0.377,24325.794,2019-01-01
Brazil,BRA,BRL,16.9,3.71795,9895.765,2019-01-01
Canada,CAN,CAD,6.77,1.3314,45094.605,2019-01-01
Switzerland,CHE,CHF,6.5,0.98165,80637.381,2019-01-01
Chile,CHL,CLP,2640,678.99,15067.724,2019-01-01
China,CHN,CNY,20.9,6.8497,8643.107,2019-01-01
Colombia,COL,COP,11900,3191.5,6379.606,2019-01-01
Costa Rica,CRI,CRC,2290,606.975,11728.613,2019-01-01
Czech Republic,CZE,CZK,85,22.31165,20401.577,2019-01-01
Germany,DEU,EUR,4.12,0.87248614928238,44769.224,2019-01-01
Denmark,DNK,DKK,30,6.51545,56630.596,2019-01-01
Egypt,EGY,EGP,40,17.91,2495.02,2019-01-01
Spain,ESP,EUR,3.95,0.87248614928238,28358.808,2019-01-01
Estonia,EST,EUR,3.2,0.87248614928238,19735.347,2019-01-01
Euro area,EUZ,EUR,4.05,0.87248614928238,37309.0933792496,2019-01-01
Finland,FIN,EUR,4.62,0.87248614928238,45927.492,2019-01-01
France,FRA,EUR,4.2,0.87248614928238,39932.686,2019-01-01
Britain,GBR,GBP,3.19,0.783208020050125,39800.274,2019-01-01
Greece,GRC,EUR,3.35,0.87248614928238,18637.27,2019-01-01
Guatemala,GTM,GTQ,25,7.7283,4469.457,2019-01-01
Hong Kong,HKG,HKD,20,7.83435,46080.481,2019-01-01
Honduras,HND,HNL,85,24.3391,2766.271,2019-01-01
Croatia,HRV,HRK,21,6.47885,13271.376,2019-01-01
Hungary,HUN,HUF,850,280.26875,14209.443,2019-01-01
Indonesia,IDN,IDR,33000,14090,3875.769,2019-01-01
India,IND,INR,178,69.685,1976.093,2019-01-01
Ireland,IRL,EUR,4.07,0.87248614928238,68710.817,2019-01-01
Israel,ISR,ILS,17,3.70785,40272.966,2019-01-01
Italy,ITA,EUR,4.2,0.87248614928238,31996.984,2019-01-01
Jordan,JOR,JOD,1.95,0.7096,4135.585,2019-01-01
Japan,JPN,JPY,390,108.44,38448.569,2019-01-01
South Korea,KOR,KRW,4500,1118.6,29938.45,2019-01-01
Kuwait,KWT,KWD,1.05,0.3031,27393.912,2019-01-01
Lebanon,LBN,LBP,6500,1507,12013.438,2019-01-01
Sri Lanka,LKA,LKR,580,182.245,4073.309,2019-01-01
Lithuania,LTU,EUR,2.85,0.87248614928238,16730.626,2019-01-01
